request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_206,1404.7,affordable_now,full_payment,2025-08-03:1404.7,2025-08-03,none,Pay EUR 1404.7 today and keep the EUR 900 minimum protected over the forecast.
request_207,8717.59,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Wait until 2026-07-15, when ZAR 11830 is forecast safe while protecting the ZAR 13600 minimum."
request_208,4413000,affordable_now,full_payment,2024-06-07:4413000,2024-06-07,none,Pay IDR 4413000 today and keep the IDR 10470700 minimum protected over the forecast.
request_209,4836.94,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-11-25; no eligible safe plan keeps the ZAR 18400 minimum protected.
request_210,1223.93,affordable_with_plan,partial_payment,2026-04-06:1223.93|2026-04-14:136.09,2026-04-14,none,Use partial payment to complete USD 1360.02 by 2026-04-14 while protecting the USD 2000 minimum.
request_211,650.42,affordable_later,wait,2024-09-15:1788.6,2024-09-15,none,"Wait until 2024-09-15, when EUR 1788.6 is forecast safe while protecting the EUR 1500 minimum."
request_212,15236998.68,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-28; no eligible safe plan keeps the IDR 29579800 minimum protected.
request_213,3362.4,affordable_now,full_payment,2026-01-07:3362.4,2026-01-07,none,Pay USD 3362.4 today and keep the USD 2100 minimum protected over the forecast.
request_214,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-28; no eligible safe plan keeps the INR 174900 minimum protected.
request_215,29986,affordable_now,full_payment,2025-05-06:29986,2025-05-06,none,Pay ZAR 29986 today and keep the ZAR 15700 minimum protected over the forecast.
request_216,882.02,affordable_later,wait,2026-08-16:3332.4,2026-08-16,none,"Wait until 2026-08-16, when USD 3332.4 is forecast safe while protecting the USD 1800 minimum."
request_217,25615.32,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,Use installments to complete ZAR 37180 by 2024-05-20 while protecting the ZAR 26800 minimum.
request_218,32191114.8,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-14,none,Use installments to complete IDR 61142000 by 2025-10-02 while protecting the IDR 34477200 minimum.
request_219,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-06-13; no eligible safe plan keeps the EUR 1100 minimum protected.
request_220,307.32,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-03; no eligible safe plan keeps the EUR 1100 minimum protected.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 today and keep the INR 81500 minimum protected over the forecast.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 today and keep the ZAR 27300 minimum protected over the forecast.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 today and keep the EUR 800 minimum protected over the forecast.
request_224,10327000,affordable_now,full_payment,2025-02-04:10327000,2025-02-04,none,Pay IDR 10327000 today and keep the IDR 22187600 minimum protected over the forecast.
request_225,14165674.44,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-07-16,none,Use installments to complete IDR 22059000 by 2026-09-18 while protecting the IDR 17670700 minimum.
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,Pay INR 157000 today and keep the INR 209400 minimum protected over the forecast.
request_227,17042.53,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-20; no eligible safe plan keeps the INR 62900 minimum protected.
request_228,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-04-30; no eligible safe plan keeps the IDR 26191200 minimum protected.
request_229,651.61,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-04-17,none,Use installments to complete EUR 1526.8 by 2024-05-19 while protecting the EUR 1000 minimum.
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 today and keep the EUR 2000 minimum protected over the forecast.
request_231,35706,affordable_now,full_payment,2026-01-03:35706,2026-01-03,none,Pay ZAR 35706 today and keep the ZAR 24300 minimum protected over the forecast.
request_232,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-15; no eligible safe plan keeps the EUR 2400 minimum protected.
request_233,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-12-17; no eligible safe plan keeps the IDR 10365700 minimum protected.
request_234,337.05,affordable_later,wait,2026-08-16:1213.3,2026-08-16,none,"Wait until 2026-08-16, when EUR 1213.3 is forecast safe while protecting the EUR 700 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 today and keep the USD 700 minimum protected over the forecast.
request_236,9455662.5,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-02-23; no eligible safe plan keeps the IDR 16768600 minimum protected.
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 today and keep the IDR 22431500 minimum protected over the forecast.
request_238,663.6,affordable_now,full_payment,2024-12-07:663.6,2024-12-07,none,Pay USD 663.6 today and keep the USD 700 minimum protected over the forecast.
request_239,642,affordable_now,full_payment,2025-05-04:642,2025-05-04,none,Pay USD 642 today and keep the USD 600 minimum protected over the forecast.
request_240,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-03-20; no eligible safe plan keeps the INR 52800 minimum protected.
request_241,21052000,affordable_now,full_payment,2024-03-03:21052000,2024-03-03,none,Pay IDR 21052000 today and keep the IDR 19252000 minimum protected over the forecast.
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-08-25; no eligible safe plan keeps the EUR 600 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 today and keep the ZAR 19900 minimum protected over the forecast.
request_244,48217.92,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-07-16; no eligible safe plan keeps the ZAR 45900 minimum protected.
request_245,54870.64,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-15; no eligible safe plan keeps the INR 94600 minimum protected.
request_246,64086,affordable_now,full_payment,2026-04-03:64086,2026-04-03,none,Pay ZAR 64086 today and keep the ZAR 39300 minimum protected over the forecast.
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 today and keep the EUR 1300 minimum protected over the forecast.
request_248,1271.36,affordable_with_plan,partial_payment,2025-02-07:1271.36|2025-04-18:694.24,2025-04-18,none,Use partial payment to complete USD 1965.6 by 2025-04-18 while protecting the USD 1300 minimum.
request_249,268.5,affordable_later,wait,2026-02-13:643.2,2026-02-13,none,"Wait until 2026-02-13, when USD 643.2 is forecast safe while protecting the USD 600 minimum."
request_250,18049.37,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-01-18; no eligible safe plan keeps the ZAR 35300 minimum protected.
request_251,1513.6,affordable_now,full_payment,2025-05-03:1513.6,2025-05-03,none,Pay EUR 1513.6 today and keep the EUR 1300 minimum protected over the forecast.
request_252,7477969.93,affordable_later,wait,2026-08-16:28082000,2026-08-16,none,"Wait until 2026-08-16, when IDR 28082000 is forecast safe while protecting the IDR 15152200 minimum."
request_253,1819.57,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-03-17,none,Use installments to complete EUR 2840.2 by 2024-05-22 while protecting the EUR 2300 minimum.
request_254,1229.44,affordable_later,wait,2025-09-13:3535.2,2025-09-13,none,"Wait until 2025-09-13, when USD 3535.2 is forecast safe while protecting the USD 2500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 today and keep the IDR 9813900 minimum protected over the forecast.
request_256,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2024-08-19; no eligible safe plan keeps the INR 168600 minimum protected.
request_257,877.72,affordable_later,wait,2025-11-15:1352.4,2025-11-15,none,"Wait until 2025-11-15, when USD 1352.4 is forecast safe while protecting the USD 1600 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 today and keep the USD 500 minimum protected over the forecast.
request_259,254.14,affordable_later,wait,2024-10-16:935,2024-10-16,none,"Wait until 2024-10-16, when EUR 935 is forecast safe while protecting the EUR 600 minimum."
request_260,12688200,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-04-18; no eligible safe plan keeps the IDR 20727700 minimum protected.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 today and keep the EUR 1500 minimum protected over the forecast.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 today and keep the IDR 31018500 minimum protected over the forecast.
request_263,11549.47,not_affordable,not_recommended,none,,none,Do not make this payment by 2025-06-15; no eligible safe plan keeps the ZAR 24100 minimum protected.
request_264,34030.63,affordable_later,wait,2026-05-14:111300,2026-05-14,none,"Wait until 2026-05-14, when INR 111300 is forecast safe while protecting the INR 59500 minimum."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 today and keep the INR 189700 minimum protected over the forecast.
request_266,935,affordable_now,full_payment,2025-08-03:935,2025-08-03,none,Pay EUR 935 today and keep the EUR 900 minimum protected over the forecast.
request_267,1925,affordable_now,full_payment,2026-01-05:1925,2026-01-05,none,Pay EUR 1925 today and keep the EUR 1500 minimum protected over the forecast.
request_268,1148.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,Use installments to complete EUR 2426.6 by 2024-08-15 while protecting the EUR 1400 minimum.
request_269,0,not_affordable,not_recommended,none,,none,Do not make this payment by 2026-01-02; no eligible safe plan keeps the ZAR 23100 minimum protected.
request_270,364.65,not_affordable,not_recommended,none,2026-08-16,none,Do not make this payment by 2026-08-30; no eligible safe plan keeps the USD 1400 minimum protected.
request_271,36042.84,affordable_later,wait,2024-10-16:91300,2024-10-16,none,"Wait until 2024-10-16, when INR 91300 is forecast safe while protecting the INR 58200 minimum."
request_272,7039871.13,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-15,none,Use installments to complete IDR 13585000 by 2025-04-09 while protecting the IDR 7508600 minimum.
request_273,13372200,affordable_with_plan,partial_payment,2026-04-07:13372200|2026-04-14:2488800,2026-04-14,none,Use partial payment to complete IDR 15861000 by 2026-04-14 while protecting the IDR 18774600 minimum.
request_274,2713.7,affordable_now,full_payment,2024-12-04:2713.7,2024-12-04,none,Pay EUR 2713.7 today and keep the EUR 1800 minimum protected over the forecast.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 today and keep the IDR 12760100 minimum protected over the forecast.
